"","cod_mun","populacao","faixa_pop","pib_per_cap","Num_sc","Num_pl","Num_chl","Num_consor","Num_fu","ser_perc","nota_transp_2016","leg.dummie_2012","idhm_quintil","idhm_2013"
"1","1100015",25652,"4 - 20001 até 50000",14727.86,2,3,2,0,3,27,8.9,1,"segundo",0.641
"2","1100023",102860,"6 - 100001 até 500000",18681.04,3,3,3,0,3,27.7,5.9,1,"quarto",0.702
"3","1100031",6424,"2 - 5001 até 10000",17664.6,2,1,2,0,3,23.9,6.1,1,"terceiro",0.65
"4","1100049",86556,"5 - 50001 até 100000",19185.84,2,3,3,0,3,27.8,8.6,0,"quarto",0.718
"5","1100056",18013,"3 - 10001 até 20000",21785.2,3,3,2,0,3,20.2,6.3,0,"quarto",0.692
"6","1100064",19001,"3 - 10001 até 20000",14407.59,2,3,2,0,3,28.9,7.2,0,"terceiro",0.685
"7","1100072",8938,"2 - 5001 até 10000",20907.14,3,2,2,0,3,17,5.2,0,"segundo",0.613
"8","1100080",16258,"3 - 10001 até 20000",10370.56,3,2,3,0,3,25.3,8.9,0,"segundo",0.611
"9","1100098",32047,"4 - 20001 até 50000",14428.48,3,3,2,0,3,35.8,0.6,1,"terceiro",0.672
"10","1100106",46203,"4 - 20001 até 50000",13985.1,2,3,3,0,3,0,2,0,"terceiro",0.657
"11","1100114",55669,"5 - 50001 até 100000",20310.41,3,3,2,0,3,26.6,9.6,0,"terceiro",0.689
"12","1100122",129242,"6 - 100001 até 500000",20513.81,3,2,3,1,3,31.8,9.4,1,"quarto",0.714
"13","1100130",36412,"4 - 20001 até 50000",11666.22,2,2,2,0,3,34.9,9.6,0,"segundo",0.596
"14","1100148",21511,"4 - 20001 até 50000",11959.23,2,2,2,0,3,42.9,8.6,0,"segundo",0.643
"15","1100155",40010,"4 - 20001 até 50000",15014.61,3,3,3,0,3,31.8,0.7,1,"terceiro",0.682
"16","1100189",37230,"4 - 20001 até 50000",22506.72,3,2,3,0,3,2,3.3,0,"quarto",0.71
"17","1100205",494013,"6 - 100001 até 500000",25896.13,3,2,3,0,3,57,9.8,0,"quinto",0.736
"18","1100254",22783,"4 - 20001 até 50000",14691.33,3,2,2,1,2,9.9,6.6,0,"terceiro",0.664
"19","1100262",3709,"1 - Até 5000",20139.64,2,2,2,0,3,29.6,8.9,0,"segundo",0.643
"20","1100288",55807,"5 - 50001 até 100000",18366.2,3,2,3,0,3,43.3,8.4,1,"quarto",0.7
"21","1100296",8706,"2 - 5001 até 10000",15266.01,2,2,2,0,2,26.5,9.1,1,"terceiro",0.67
"22","1100304",89797,"5 - 50001 até 100000",23660.8,2,2,3,0,3,26.6,1,1,"quinto",0.731
"23","1100320",23803,"4 - 20001 até 50000",17271.86,2,2,3,1,3,24.5,7.8,0,"terceiro",0.646
"24","1100338",26925,"4 - 20001 até 50000",12679.75,2,2,3,2,3,28.4,8.9,0,"primeiro",0.587
"25","1100346",17228,"3 - 10001 até 20000",11929.31,3,2,3,0,3,39.3,8.9,0,"segundo",0.643
"26","1100379",13884,"3 - 10001 até 20000",15212.73,1,2,3,0,3,28.9,9.1,0,"primeiro",0.592
"27","1100403",19841,"3 - 10001 até 20000",11743.66,3,3,3,1,3,40.3,9,1,"segundo",0.625
"28","1100452",37207,"4 - 20001 até 50000",12792.24,1,3,3,0,3,20.7,7.8,0,"segundo",0.616
"29","1100502",10393,"3 - 10001 até 20000",12283.99,2,2,2,0,2,5.6,8.8,0,"segundo",0.634
"30","1100601",6318,"2 - 5001 até 10000",18516.67,2,3,3,3,3,29.7,9.5,0,"terceiro",0.646
"31","1100700",14081,"3 - 10001 até 20000",14486.68,3,2,2,0,3,24.4,4.8,1,"segundo",0.593
"32","1100809",23573,"4 - 20001 até 50000",13466.74,3,2,3,1,3,21.2,8.3,1,"terceiro",0.649
"33","1100908",3653,"1 - Até 5000",16356.4,2,2,2,0,3,18.2,7.6,0,"terceiro",0.658
"34","1100924",9887,"2 - 5001 até 10000",23096.25,3,3,2,0,3,24.5,0,1,"terceiro",0.652
"35","1100940",20204,"4 - 20001 até 50000",13149.1,2,3,3,0,3,15.3,8.9,0,"segundo",0.612
"36","1101005",10327,"3 - 10001 até 20000",14095.66,3,2,2,0,3,23.2,8.6,0,"segundo",0.596
"37","1101104",9831,"2 - 5001 até 10000",13532.28,3,2,2,0,3,18.7,2.4,1,"segundo",0.614
"38","1101203",10860,"3 - 10001 até 20000",15447.71,3,2,2,0,3,30,8.4,1,"segundo",0.638
"39","1101302",12414,"3 - 10001 até 20000",13122.94,2,2,2,1,3,33.2,8.1,1,"segundo",0.643
"40","1101435",7853,"2 - 5001 até 10000",11953.98,3,2,2,1,3,32.3,8.9,1,"primeiro",0.587
"41","1101450",5589,"2 - 5001 até 10000",14102.51,3,2,3,0,3,43.2,8.9,1,"segundo",0.617
"42","1101468",2432,"1 - Até 5000",31572.14,1,2,2,0,3,20,0.2,0,"terceiro",0.665
"43","1101476",3548,"1 - Até 5000",14896.89,2,2,2,0,3,31.1,9.3,1,"segundo",0.641
"44","1101484",6160,"2 - 5001 até 10000",11989.58,3,2,3,0,3,14.7,7.8,1,"terceiro",0.649
"45","1101492",18640,"3 - 10001 até 20000",14303.6,3,3,3,1,3,27.2,7.7,0,"segundo",0.611
"46","1101559",5041,"2 - 5001 até 10000",14297.62,3,2,2,1,3,40.7,8.1,1,"segundo",0.643
"47","1101609",11345,"3 - 10001 até 20000",12088.74,3,2,2,0,3,31.6,8.6,1,"primeiro",0.589
"48","1101757",10682,"3 - 10001 até 20000",9928.27,3,3,3,0,3,62,4.3,1,"primeiro",0.584
"49","1101807",8327,"2 - 5001 até 10000",14135.41,1,2,2,1,3,33.1,7.7,0,"segundo",0.627
"50","1200054",6610,"2 - 5001 até 10000",11094.15,2,1,2,0,3,0,0.6,0,"primeiro",0.588
"51","1200104",23378,"4 - 20001 até 50000",14582.83,2,2,3,0,3,0,6,0,"segundo",0.614
"52","1200203",80953,"5 - 50001 até 100000",14213.98,3,2,3,0,3,19.1,3.9,1,"terceiro",0.664
"53","1200302",32398,"4 - 20001 até 50000",9553.16,3,2,3,3,3,11.4,2.8,0,"primeiro",0.539
"54","1200328",7330,"2 - 5001 até 10000",9614.35,3,2,3,3,3,0,6.4,1,"primeiro",0.469
"55","1200336",16795,"3 - 10001 até 20000",11177.68,1,2,3,0,2,32.3,2.2,0,"segundo",0.625
"56","1200351",16380,"3 - 10001 até 20000",9913.02,3,1,3,0,3,31.1,0.7,1,"primeiro",0.501
"57","1200401",363928,"6 - 100001 até 500000",22462.61,3,2,3,0,3,0,6.2,1,"quarto",0.727
"58","1200427",16475,"3 - 10001 até 20000",10410.01,3,1,3,0,3,35.5,5.8,0,"primeiro",0.567
"59","1200435",5593,"2 - 5001 até 10000",9546.73,3,2,2,0,3,0,4.4,0,"primeiro",0.517
"60","1200609",38201,"4 - 20001 até 50000",10134.45,3,2,3,3,2,0,6.4,0,"primeiro",0.539
"61","1200807",16396,"3 - 10001 até 20000",12393.61,1,2,3,0,3,32.5,7.6,0,"primeiro",0.576
"62","1300029",15357,"3 - 10001 até 20000",7017.81,3,3,2,0,3,9.5,4.3,1,"primeiro",0.527
"63","1300060",10644,"3 - 10001 até 20000",5987.95,3,2,3,1,3,21.3,4.3,0,"primeiro",0.56
"64","1300086",11981,"3 - 10001 até 20000",7184.73,3,1,3,0,3,0,3,1,"segundo",0.594
"65","1300102",18826,"3 - 10001 até 20000",8975.19,3,2,3,0,3,14.1,3,1,"primeiro",0.561
"66","1300144",20258,"4 - 20001 até 50000",9530.12,3,1,3,0,3,32.6,4.6,0,"segundo",0.637
"67","1300201",17658,"3 - 10001 até 20000",7074.53,3,1,3,1,3,4.8,2.6,0,"primeiro",0.45
"68","1300300",36301,"4 - 20001 até 50000",6584.31,3,2,3,0,3,5.5,2.4,1,"primeiro",0.577
"69","1300409",27273,"4 - 20001 até 50000",5425.9,3,2,2,0,3,13.8,3.3,0,"primeiro",0.5
"70","1300508",30202,"4 - 20001 até 50000",6971.7,3,2,2,0,3,17.8,4.6,1,"primeiro",0.574
"71","1300607",38533,"4 - 20001 até 50000",7023.47,3,1,3,1,3,15.8,8.6,0,"primeiro",0.574
"72","1300631",17755,"3 - 10001 até 20000",6814.3,3,1,2,0,2,25.7,2.7,0,"primeiro",0.506
"73","1300680",17248,"3 - 10001 até 20000",5704.08,2,2,3,0,3,15.3,3.4,0,"primeiro",0.565
"74","1300706",33148,"4 - 20001 até 50000",8381.87,3,1,3,0,3,14,5.9,0,"primeiro",0.588
"75","1300805",38688,"4 - 20001 até 50000",6589.21,3,3,3,0,3,15.4,0.2,1,"primeiro",0.56
"76","1300839",12214,"3 - 10001 até 20000",10692.96,3,2,3,0,3,7.1,3.3,0,"primeiro",0.569
"77","1300904",14944,"3 - 10001 até 20000",5902.91,3,3,3,0,3,0,2.8,0,"primeiro",0.53
"78","1301001",27645,"4 - 20001 até 50000",8523.99,3,3,3,0,3,20.6,4.5,0,"primeiro",0.549
"79","1301100",35938,"4 - 20001 até 50000",6052.56,3,3,3,0,3,41.6,0.4,0,"primeiro",0.557
"80","1301159",27357,"4 - 20001 até 50000",8825.18,3,3,3,0,3,24.6,3.3,0,"primeiro",0.568
"81","1301209",82209,"5 - 50001 até 100000",37772.15,1,2,3,0,3,11.4,3.5,0,"primeiro",0.586
"82","1301308",26242,"4 - 20001 até 50000",24840.16,2,2,3,0,3,24,4,0,"primeiro",0.563
"83","1301407",33580,"4 - 20001 até 50000",11401.14,2,2,2,0,3,19,2.6,1,"primeiro",0.563
"84","1301506",18422,"3 - 10001 até 20000",6778.85,3,1,3,0,3,25.1,4.4,1,"primeiro",0.509
"85","1301654",15561,"3 - 10001 até 20000",6443.18,3,2,3,0,3,0,5.9,1,"primeiro",0.532
"86","1301704",50230,"5 - 50001 até 100000",8418.49,2,2,3,0,3,25.3,6.7,1,"segundo",0.605
"87","1301803",26118,"4 - 20001 até 50000",4298.19,3,2,2,0,3,0,2.8,0,"primeiro",0.481
"88","1301852",45250,"4 - 20001 até 50000",11702.4,2,2,3,0,3,29.8,4,0,"segundo",0.613
"89","1301902",95714,"5 - 50001 até 100000",16622.85,2,1,3,0,3,36.3,7.8,0,"terceiro",0.644
"90","1301951",8205,"2 - 5001 até 10000",9259.74,3,1,3,0,3,0,4.4,1,"primeiro",0.477
"91","1302009",8864,"2 - 5001 até 10000",9086.44,3,2,3,0,3,13.7,3.2,1,"terceiro",0.654
"92","1302108",5599,"2 - 5001 até 10000",10387.96,3,2,3,0,3,25.3,3.4,1,"primeiro",0.522
"93","1302207",12807,"3 - 10001 até 20000",6624.01,2,2,3,0,3,0,7,1,"primeiro",0.522
"94","1302306",16977,"3 - 10001 até 20000",10732.9,2,1,3,0,3,17,1.5,1,"primeiro",0.516
"95","1302405",42439,"4 - 20001 até 50000",8684.83,3,1,3,0,3,16.9,2.8,1,"primeiro",0.531
"96","1302504",92996,"5 - 50001 até 100000",13596.41,2,2,3,0,3,29.7,2.9,0,"segundo",0.614
"97","1302553",27480,"4 - 20001 até 50000",7525.2,2,2,3,0,2,27,3.4,0,"segundo",0.596
"98","1302603",2020301,"7 - Maior que 500000",33370.72,2,2,3,0,3,31.2,7.7,0,"quinto",0.737
"99","1302702",52200,"5 - 50001 até 100000",8802.87,3,2,3,0,3,33.9,6.7,1,"primeiro",0.582
"100","1302801",18367,"3 - 10001 até 20000",6409.62,3,2,3,0,3,2,3.3,0,"primeiro",0.498
"101","1302900",58834,"5 - 50001 até 100000",6618.27,3,2,3,0,3,0.5,7.8,0,"primeiro",0.588
"102","1303007",20078,"4 - 20001 até 50000",6032.32,3,2,3,0,3,34.1,2.6,0,"primeiro",0.586
"103","1303106",34498,"4 - 20001 até 50000",5442.93,3,2,3,0,3,3.3,2.8,0,"primeiro",0.558
"104","1303304",23905,"4 - 20001 até 50000",6251.71,3,1,2,0,3,17.9,3.4,0,"primeiro",0.554
"105","1303403",110411,"6 - 100001 até 500000",8837.87,3,2,2,0,3,22.3,6.6,0,"terceiro",0.658
"106","1303502",19265,"3 - 10001 até 20000",7088.41,3,2,3,0,3,9.1,4,0,"primeiro",0.496
"107","1303536",31903,"4 - 20001 até 50000",20776.36,2,1,3,0,3,16.1,5.9,0,"terceiro",0.647
"108","1303569",29771,"4 - 20001 até 50000",12458.34,3,2,3,0,3,4.2,4.4,1,"segundo",0.611
"109","1303601",21702,"4 - 20001 até 50000",5677.76,2,2,2,3,2,12.6,2.4,0,"primeiro",0.479
"110","1303700",24005,"4 - 20001 até 50000",6086.67,2,1,3,1,3,17.2,6.5,1,"primeiro",0.49
"111","1303809",42342,"4 - 20001 até 50000",6075.15,2,3,3,0,3,26.8,3,1,"segundo",0.609
"112","1303908",35757,"4 - 20001 até 50000",5337.97,1,2,3,1,3,5.3,2.4,1,"primeiro",0.521
"113","1303957",12451,"3 - 10001 até 20000",6763.33,2,1,2,0,3,36.8,4.8,1,"primeiro",0.577
"114","1304005",9014,"2 - 5001 até 10000",8286.96,3,2,3,0,3,0,3.4,1,"segundo",0.632
"115","1304062",59684,"5 - 50001 até 100000",6142.82,3,2,3,1,3,17,1.4,0,"segundo",0.616
"116","1304203",62662,"5 - 50001 até 100000",11346.51,2,0,2,0,3,39,3.3,0,"segundo",0.639
"117","1304237",18322,"3 - 10001 até 20000",5850.44,3,2,3,1,2,23,2.7,1,"primeiro",0.548
"118","1304260",12963,"3 - 10001 até 20000",9369.34,2,2,2,0,3,2.2,3.3,1,"primeiro",0.527
"119","1304302",17264,"3 - 10001 até 20000",17510.81,3,0,2,0,3,15.3,1.7,1,"segundo",0.62
"120","1304401",20621,"4 - 20001 até 50000",5790.78,3,3,2,0,3,53.8,0.2,0,"primeiro",0.588
"121","1400027",10721,"3 - 10001 até 20000",9888.63,1,2,3,0,3,0.8,7.8,1,"primeiro",0.484
"122","1400050",16301,"3 - 10001 até 20000",11677.64,3,2,3,0,3,0,0,1,"primeiro",0.542
"123","1400100",314900,"6 - 100001 até 500000",23351.05,3,2,3,0,3,28.4,7.9,0,"quinto",0.752
"124","1400159",11632,"3 - 10001 até 20000",15941.65,2,2,2,0,3,32.6,6.2,0,"segundo",0.626
"125","1400209",19981,"3 - 10001 até 20000",13364.91,2,2,2,0,3,13.3,0,0,"segundo",0.624
"126","1400233",8997,"2 - 5001 até 10000",14683.96,2,2,3,0,3,10,3.9,1,"segundo",0.639
"127","1400282",10043,"3 - 10001 até 20000",11900.53,3,2,2,0,3,0,4.9,0,"primeiro",0.582
"128","1400308",16137,"3 - 10001 até 20000",12756.52,3,2,3,0,3,13.5,8.2,0,"terceiro",0.665
"129","1400407",9953,"2 - 5001 até 10000",11117.54,2,2,2,0,3,14.8,0,0,"segundo",0.594
"130","1400456",11667,"3 - 10001 até 20000",11951.52,1,2,3,0,3,16.3,9.4,1,"terceiro",0.65
"131","1400472",26811,"4 - 20001 até 50000",16285.31,1,2,3,0,3,12.5,5.5,0,"segundo",0.619
"132","1400506",7401,"2 - 5001 até 10000",15758.38,2,2,3,0,3,29.2,2.4,1,"terceiro",0.655
"133","1400605",7309,"2 - 5001 até 10000",12871.9,2,1,2,0,3,22.9,5.5,0,"terceiro",0.649
"134","1400704",9309,"2 - 5001 até 10000",9290.17,2,2,2,0,3,6.4,4.1,1,"primeiro",0.453
"135","1500107",148873,"6 - 100001 até 500000",7097.05,2,2,3,0,3,8.2,10,0,"segundo",0.628
"136","1500131",7070,"2 - 5001 até 10000",9812.22,3,1,3,0,3,17.1,4.3,0,"segundo",0.622
"137","1500206",54047,"5 - 50001 até 100000",10680.63,2,3,3,0,3,21.8,1.9,0,"primeiro",0.506
"138","1500305",37004,"4 - 20001 até 50000",8142.71,3,3,3,0,3,0,8.1,1,"primeiro",0.489
"139","1500347",26105,"4 - 20001 até 50000",12275.47,3,2,3,0,3,14.2,8.3,1,"primeiro",0.564
"140","1500404",54353,"5 - 50001 até 100000",9784.96,3,2,3,0,3,6.2,1.2,0,"primeiro",0.564
"141","1500503",33466,"4 - 20001 até 50000",15025.6,2,2,3,0,3,6.5,2.2,1,"segundo",0.642
"142","1500602",106768,"6 - 100001 até 500000",36984.97,3,2,3,1,3,15,2.9,0,"terceiro",0.665
"143","1500701",27051,"4 - 20001 até 50000",6179.47,3,2,3,0,3,9.1,1.9,0,"primeiro",0.484
"144","1500800",499776,"6 - 100001 até 500000",11550.96,2,3,3,0,3,2.3,5,0,"quarto",0.718
"145","1500859",24525,"4 - 20001 até 50000",10491,3,2,2,0,3,28.3,5.2,0,"primeiro",0.548
"146","1500909",43154,"4 - 20001 até 50000",5831.88,3,3,2,3,3,21.3,1.7,0,"primeiro",0.52
"147","1500958",28974,"4 - 20001 até 50000",8294.47,3,2,2,0,3,15.7,0,1,"primeiro",0.519
"148","1501006",15956,"3 - 10001 até 20000",5765.75,2,2,2,1,3,5.8,0,0,"primeiro",0.541
"149","1501105",27491,"4 - 20001 até 50000",5070.95,3,2,2,0,3,5.4,0,1,"primeiro",0.471
"150","1501204",42513,"4 - 20001 até 50000",6088.96,3,3,3,0,3,8.6,9.6,1,"primeiro",0.578
"151","1501253",3303,"1 - Até 5000",17748.91,1,2,3,0,3,13.2,8.1,1,"segundo",0.594
"152","1501303",112921,"6 - 100001 até 500000",34563.85,2,3,3,0,3,17.7,4.6,0,"terceiro",0.662
"153","1501402",1432844,"7 - Maior que 500000",20021.36,2,2,3,0,3,34.3,9.7,0,"quinto",0.746
"154","1501451",16924,"3 - 10001 até 20000",14865.1,2,2,3,0,3,12.1,0,0,"primeiro",0.588
"155","1501501",57393,"5 - 50001 até 100000",18300.57,3,2,3,0,3,6.5,2.3,0,"terceiro",0.665
"156","1501576",16074,"3 - 10001 até 20000",7536.74,3,1,2,0,3,33.5,4,1,"primeiro",0.589
"157","1501709",120124,"6 - 100001 até 500000",7593.92,2,2,3,3,3,23.3,6,0,"segundo",0.6
"158","1501725",15139,"3 - 10001 até 20000",12014.82,3,2,2,0,3,14.8,5.4,1,"segundo",0.613
"159","1501782",59651,"5 - 50001 até 100000",9353.91,3,2,2,0,3,28,7,1,"primeiro",0.568
"160","1501808",97351,"5 - 50001 até 100000",6384.95,3,2,3,0,3,20.7,5.3,1,"primeiro",0.503
"161","1501907",27349,"4 - 20001 até 50000",13923.02,3,2,3,0,3,14.2,1.7,1,"primeiro",0.552
"162","1502103",129161,"6 - 100001 até 500000",6569.51,3,1,3,0,3,30.1,3,0,"primeiro",0.577
"163","1502152",32366,"4 - 20001 até 50000",86600.78,3,3,3,0,3,13.3,7.5,1,"terceiro",0.673
"164","1502202",65932,"5 - 50001 até 100000",13865.4,3,2,2,0,3,8.6,8.3,0,"terceiro",0.655
"165","1502301",52616,"5 - 50001 até 100000",7241.58,3,1,2,0,3,0,0,1,"primeiro",0.548
"166","1502400",186895,"6 - 100001 até 500000",14499.37,3,3,3,0,3,14.6,6.4,0,"terceiro",0.673
"167","1502509",22302,"4 - 20001 até 50000",6603.68,3,3,3,0,2,11.6,8.7,1,"primeiro",0.453
"168","1502608",11641,"3 - 10001 até 20000",5187.46,2,2,3,3,2,21.3,2.8,0,"segundo",0.602
"169","1502707",46302,"4 - 20001 até 50000",10020.12,3,2,3,0,3,23.3,2.7,0,"segundo",0.64
"170","1502756",30801,"4 - 20001 até 50000",8097.3,2,2,2,0,3,3.1,0,0,"primeiro",0.566
"171","1502764",12069,"3 - 10001 até 20000",17012.86,3,2,2,0,3,26.9,4.6,0,"primeiro",0.55
"172","1502772",17844,"3 - 10001 até 20000",11566.07,3,2,2,0,3,2.1,1.7,1,"segundo",0.636
"173","1502806",31591,"4 - 20001 até 50000",5256.82,2,3,3,0,3,7.5,3.1,0,"primeiro",0.502
"174","1502855",13333,"3 - 10001 até 20000",6549.12,2,2,2,0,3,22.5,3.6,0,"primeiro",0.578
"175","1502905",37188,"4 - 20001 até 50000",5917.27,3,2,2,3,3,15.5,0,0,"primeiro",0.582
"176","1502939",55513,"5 - 50001 até 100000",8574.72,2,2,3,0,3,22.6,3.7,1,"segundo",0.615
"177","1502954",32544,"4 - 20001 até 50000",8382.01,3,3,3,1,3,13.8,2.8,0,"primeiro",0.56
"178","1503002",7504,"2 - 5001 até 10000",5719.76,3,2,2,0,3,19.9,0.6,0,"primeiro",0.563
"179","1503044",19005,"3 - 10001 até 20000",16514.78,3,2,3,0,3,18.5,2.3,1,"primeiro",0.583
"180","1503077",25307,"4 - 20001 até 50000",7200.91,3,3,2,0,3,11.3,0,1,"primeiro",0.526
"181","1503093",37249,"4 - 20001 até 50000",8537.85,3,2,3,0,3,20,6.9,0,"primeiro",0.56
"182","1503200",37112,"4 - 20001 até 50000",7312.71,3,3,3,3,2,41.2,5.1,1,"segundo",0.595
"183","1503309",59998,"5 - 50001 até 100000",6857.06,3,2,2,0,3,17.2,4.6,0,"primeiro",0.547
"184","1503408",10876,"3 - 10001 até 20000",7943.98,3,2,3,3,3,11,1.3,1,"primeiro",0.572
"185","1503457",56613,"5 - 50001 até 100000",8609.39,2,1,1,0,3,10.7,5.9,1,"primeiro",0.489
"186","1503507",31644,"4 - 20001 até 50000",5543.55,2,2,3,0,3,14.1,2.7,1,"primeiro",0.559
"187","1503606",98405,"5 - 50001 até 100000",14562.86,3,3,2,3,3,16.2,4.3,0,"segundo",0.64
"188","1503705",51743,"5 - 50001 até 100000",8198.15,3,3,3,1,3,29.5,5.2,1,"primeiro",0.528
"189","1503754",41487,"4 - 20001 até 50000",4286.86,2,2,2,3,3,11.9,7.2,1,"primeiro",0.505
"190","1503804",55204,"5 - 50001 até 100000",7522.01,3,2,3,0,3,11.6,0,1,"segundo",0.622
"191","1503903",52755,"5 - 50001 até 100000",17158.67,3,1,3,0,3,10,1.7,1,"primeiro",0.592
"192","1504000",26961,"4 - 20001 até 50000",13157.77,3,1,3,0,3,38.8,1.7,1,"primeiro",0.541
"193","1504059",28800,"4 - 20001 até 50000",9184.27,3,1,2,0,3,0.1,0.4,0,"segundo",0.599
"194","1504109",8260,"2 - 5001 até 10000",6723.98,3,3,3,3,3,2.9,0,1,"segundo",0.597
"195","1504208",257062,"6 - 100001 até 500000",24561.54,3,3,3,0,3,21.4,6.3,0,"terceiro",0.668
"196","1504307",28643,"4 - 20001 até 50000",6325.33,3,2,2,3,3,1.8,0.4,0,"primeiro",0.57
"197","1504406",27262,"4 - 20001 até 50000",6804.17,2,2,2,3,2,5.5,0,0,"segundo",0.609
"198","1504422",120305,"6 - 100001 até 500000",11789.06,3,3,3,0,3,0,7.2,1,"terceiro",0.676
"199","1504455",29444,"4 - 20001 até 50000",17061.19,3,2,3,0,3,14.1,4.3,0,"primeiro",0.582
"200","1504505",26133,"4 - 20001 até 50000",5139.07,3,3,3,0,3,19.7,3.1,1,"primeiro",0.418
"201","1504604",28933,"4 - 20001 até 50000",7613.75,2,3,3,0,3,28.3,7.4,1,"primeiro",0.575
"202","1504703",76096,"5 - 50001 até 100000",8558.76,2,3,3,0,3,17.4,7.5,0,"primeiro",0.547
"203","1504802",56231,"5 - 50001 até 100000",10025.72,2,2,3,0,3,20.6,1.3,0,"primeiro",0.589
"204","1504901",37314,"4 - 20001 até 50000",5705.25,3,3,3,0,3,1.2,1.5,0,"primeiro",0.547
"205","1504950",20596,"4 - 20001 até 50000",7192.04,3,2,2,3,3,0,1,1,"primeiro",0.502
"206","1504976",15632,"3 - 10001 até 20000",7128.84,3,2,3,1,3,32.5,3.6,1,"primeiro",0.581
"207","1505007",14472,"3 - 10001 até 20000",6604.96,2,3,3,0,3,0,2.1,1,"segundo",0.609
"208","1505031",25169,"4 - 20001 até 50000",16868.04,1,2,2,1,3,12.8,2.9,0,"terceiro",0.673
"209","1505064",69267,"5 - 50001 até 100000",9492.23,2,2,2,0,3,11.1,6,1,"primeiro",0.537
"210","1505106",50317,"5 - 50001 até 100000",9488.74,3,2,3,0,3,0,2.1,0,"segundo",0.594
"211","1505205",30490,"4 - 20001 até 50000",9361.78,3,3,3,0,3,7.4,4.5,0,"primeiro",0.507
"212","1505304",67939,"5 - 50001 até 100000",20746.32,3,3,3,0,3,31.1,4.4,1,"segundo",0.623
"213","1505403",16986,"3 - 10001 até 20000",8920.28,1,2,2,0,3,3.4,5.9,0,"primeiro",0.568
"214","1505437",30171,"4 - 20001 até 50000",27159.97,2,3,3,0,3,20.1,0.4,0,"segundo",0.624
"215","1505486",43930,"4 - 20001 até 50000",8616.27,3,1,2,3,3,14.2,4.9,1,"primeiro",0.515
"216","1505494",7444,"2 - 5001 até 10000",6393.81,3,2,3,1,3,16.8,0,1,"primeiro",0.589
"217","1505502",105417,"6 - 100001 até 500000",19155.4,3,3,2,0,3,29.7,4.7,1,"terceiro",0.645
"218","1505536",183352,"6 - 100001 até 500000",84873.43,3,3,3,0,3,8.5,5.6,0,"quarto",0.715
"219","1505551",5637,"2 - 5001 até 10000",10317.42,3,2,3,0,3,34.6,3.3,0,"primeiro",0.574
"220","1505601",7881,"2 - 5001 até 10000",5297.88,3,3,2,0,3,15.9,0,0,"primeiro",0.581
"221","1505635",12697,"3 - 10001 até 20000",12248.1,2,2,3,0,3,5,7.2,1,"primeiro",0.563
"222","1505650",27700,"4 - 20001 até 50000",8002.52,3,1,2,3,3,14.8,2.2,0,"primeiro",0.552
"223","1505700",28601,"4 - 20001 até 50000",5766.88,3,1,3,0,3,19.3,1.3,1,"primeiro",0.562
"224","1505809",57205,"5 - 50001 até 100000",7689.62,3,2,3,0,3,16.2,8.2,0,"primeiro",0.483
"225","1505908",37669,"4 - 20001 até 50000",5385.43,3,3,2,0,2,0.1,0.4,0,"primeiro",0.503
"226","1506005",29270,"4 - 20001 até 50000",7477.37,3,2,2,0,3,12.8,5.5,1,"primeiro",0.523
"227","1506104",10458,"3 - 10001 até 20000",6113.06,3,2,2,0,3,24.6,4.3,1,"primeiro",0.577
"228","1506112",12943,"3 - 10001 até 20000",5459.28,3,2,2,0,3,14.7,0.2,1,"primeiro",0.543
"229","1506138",79917,"5 - 50001 até 100000",16490.39,3,3,3,0,3,24.1,4.7,0,"terceiro",0.672
"230","1506161",17755,"3 - 10001 até 20000",17144.43,2,3,3,0,3,22.8,5,1,"segundo",0.638
"231","1506187",49476,"4 - 20001 até 50000",9492.21,2,2,3,0,3,33.9,5,0,"segundo",0.602
"232","1506195",45595,"4 - 20001 até 50000",5635.41,2,2,2,0,3,20.3,2,0,"primeiro",0.548
"233","1506203",38819,"4 - 20001 até 50000",7967.66,2,3,3,0,3,23.9,7.8,0,"terceiro",0.647
"234","1506351",19197,"3 - 10001 até 20000",6361.21,3,3,2,0,3,1.9,0.9,0,"segundo",0.627
"235","1506401",9191,"2 - 5001 até 10000",5767.93,3,2,2,0,3,9.9,0.2,1,"primeiro",0.557
"236","1506559",19418,"3 - 10001 até 20000",6440.15,2,2,2,0,2,5.8,0,1,"primeiro",0.546
"237","1506583",19437,"3 - 10001 até 20000",10391.53,3,3,3,1,3,20.9,1.7,0,"primeiro",0.544
"238","1506609",23790,"4 - 20001 até 50000",9823.18,3,3,2,0,3,10.4,0,1,"segundo",0.598
"239","1506708",65062,"5 - 50001 até 100000",9074.93,3,3,3,0,3,21.8,3.1,1,"segundo",0.602
"240","1506807",290521,"6 - 100001 até 500000",13030.16,3,3,3,0,3,12.6,6.8,1,"terceiro",0.691
"241","1506906",6390,"2 - 5001 até 10000",6036.44,2,2,2,0,3,4.9,1.7,1,"primeiro",0.587
"242","1507003",29110,"4 - 20001 até 50000",8502.04,3,2,3,3,3,17.2,4.8,0,"segundo",0.632
"243","1507102",17344,"3 - 10001 até 20000",6135.88,3,3,3,0,3,11.8,1.9,0,"primeiro",0.585
"244","1507151",24235,"4 - 20001 até 50000",7323.87,3,2,2,1,3,19.4,6.5,0,"segundo",0.594
