"","cod_mun","populacao","faixa_pop","pib_per_cap","Num_sc","Num_pl","Num_chl","Num_consor","Num_fu","ser_perc","nota_transp_2016","leg.dummie_2012","idhm_quintil","idhm_2013"
"2200","3118502",1801,"1 - Até 5000",11580.88,2,3,3,1,3,13.6,6.7,1,"terceiro",0.673
"2201","3118601",643476,"7 - Maior que 500000",41085.68,2,2,3,1,3,0,8.1,0,"quinto",0.756
"2202","3118700",9476,"2 - 5001 até 10000",13276.24,2,3,3,1,3,24.5,5,1,"quarto",0.694
"2203","3118908",8981,"2 - 5001 até 10000",9350.75,2,2,3,1,3,16.9,9.4,0,"terceiro",0.656
"2204","3119005",3565,"1 - Até 5000",14306.08,3,2,2,1,3,21.5,7.9,1,"terceiro",0.66
"2205","3119104",24457,"4 - 20001 até 50000",11349.06,2,3,2,1,3,15.7,1.1,1,"terceiro",0.68
"2206","3119203",10422,"3 - 10001 até 20000",7249.44,2,3,3,1,3,5.8,6.6,0,"segundo",0.626
"2207","3119302",28428,"4 - 20001 até 50000",28094.69,3,3,3,3,3,21.2,7.8,0,"quarto",0.708
"2208","3119401",108843,"6 - 100001 até 500000",13630.04,3,3,3,0,3,22.9,7.4,0,"quinto",0.755
"2209","3119500",9394,"2 - 5001 até 10000",6730.41,1,2,3,1,3,22,5.4,1,"segundo",0.627
"2210","3119609",3101,"1 - Até 5000",11500.88,3,3,3,1,3,9.7,2.4,0,"terceiro",0.669
"2211","3119708",3440,"1 - Até 5000",11574.91,3,3,3,1,3,28.4,6.1,1,"terceiro",0.677
"2212","3119807",3408,"1 - Até 5000",22783,2,2,3,1,3,11.2,0.4,1,"quarto",0.692
"2213","3119906",3815,"1 - Até 5000",7666.22,2,1,3,1,3,0,4.1,1,"quarto",0.692
"2214","3119955",6159,"2 - 5001 até 10000",31223.3,3,3,2,1,3,28.9,7.1,1,"terceiro",0.678
"2215","3120102",4395,"1 - Até 5000",10140.53,3,2,3,1,3,0,2.8,1,"terceiro",0.659
"2216","3120151",6467,"2 - 5001 até 10000",7119.54,2,1,3,1,3,20.8,3.6,0,"primeiro",0.585
"2217","3120201",12185,"3 - 10001 até 20000",11275.64,0,3,3,1,3,11.3,4.7,0,"quarto",0.692
"2218","3120409",5193,"2 - 5001 até 10000",16160.36,3,3,3,1,3,9.7,1.3,1,"quarto",0.695
"2219","3120508",10485,"3 - 10001 até 20000",14222.61,2,3,3,1,3,0,4.4,1,"terceiro",0.668
"2220","3120607",4991,"1 - Até 5000",10206.14,3,3,3,1,3,27.7,7.4,1,"terceiro",0.651
"2221","3120706",4122,"1 - Até 5000",17511.85,3,3,2,1,3,24.7,3.6,1,"quarto",0.696
"2222","3120805",15299,"3 - 10001 até 20000",11629.29,3,1,3,1,3,18.3,7.1,0,"quarto",0.695
"2223","3120839",4922,"1 - Até 5000",8418.47,2,2,3,0,3,12.3,1.3,1,"segundo",0.627
"2224","3120904",78373,"5 - 50001 até 100000",15761.45,2,2,3,1,3,19.4,3,1,"quarto",0.713
"2225","3121001",5425,"2 - 5001 até 10000",8650.75,3,2,3,1,3,21.2,3.1,1,"segundo",0.616
"2226","3121100",8199,"2 - 5001 até 10000",9905.91,2,2,3,1,3,7.8,5.3,0,"terceiro",0.669
"2227","3121209",7120,"2 - 5001 até 10000",18794.22,2,3,3,1,3,0,4.9,0,"quinto",0.74
"2228","3121258",9280,"2 - 5001 até 10000",28063.2,3,3,3,1,3,17.3,2.1,1,"segundo",0.639
"2229","3121308",4989,"1 - Até 5000",10286.48,2,2,2,1,3,21.3,3.8,0,"terceiro",0.68
"2230","3121407",7279,"2 - 5001 até 10000",7963.72,3,3,3,0,3,13.2,1.9,1,"segundo",0.639
"2231","3121506",3048,"1 - Até 5000",10343.17,2,3,2,1,3,28.1,3,0,"segundo",0.631
"2232","3121605",47803,"4 - 20001 até 50000",12619.8,3,2,3,1,3,23.7,6.6,1,"quarto",0.716
"2233","3121704",3929,"1 - Até 5000",6458.01,3,3,2,1,3,31,0.8,1,"segundo",0.601
"2234","3122009",19947,"3 - 10001 até 20000",9813,2,2,3,1,3,10.2,0,1,"segundo",0.605
"2235","3122108",5080,"2 - 5001 até 10000",7457.44,2,3,3,2,3,14.9,8.7,1,"terceiro",0.661
"2236","3122207",7425,"2 - 5001 até 10000",6295.92,3,3,3,1,3,6.9,6.6,0,"segundo",0.623
"2237","3122306",228643,"6 - 100001 até 500000",23187.39,3,3,3,1,3,43.9,4.7,1,"quinto",0.764
"2238","3122355",6398,"2 - 5001 até 10000",11314.2,3,1,2,3,3,31.6,0,1,"segundo",0.608
"2239","3122405",6011,"2 - 5001 até 10000",10865.86,2,2,3,1,2,22.1,8.6,1,"terceiro",0.67
"2240","3122454",10027,"3 - 10001 até 20000",5952.93,2,2,3,0,3,34.5,5.7,1,"segundo",0.609
"2241","3122470",3857,"1 - Até 5000",10902.07,3,2,3,1,3,25.9,3.1,0,"terceiro",0.673
"2242","3122504",5288,"2 - 5001 até 10000",8819.16,3,2,3,2,3,7.8,1.9,1,"terceiro",0.688
"2243","3122603",4624,"1 - Até 5000",9397.26,3,2,3,1,3,18.8,1.5,0,"segundo",0.622
"2244","3122702",5346,"2 - 5001 até 10000",13032.09,2,3,2,1,3,29,4,1,"quarto",0.709
"2245","3122801",3074,"1 - Até 5000",8113.66,0,3,3,1,3,16,5.9,1,"terceiro",0.687
"2246","3122900",6386,"2 - 5001 até 10000",8592.8,3,3,3,1,3,19.5,2.7,1,"quarto",0.701
"2247","3123007",9882,"2 - 5001 até 10000",19508.01,2,3,3,1,3,18.1,6.8,0,"terceiro",0.686
"2248","3123106",5335,"2 - 5001 até 10000",12654.15,2,2,2,1,3,12.2,1.1,0,"segundo",0.636
"2249","3123205",14014,"3 - 10001 até 20000",13118.2,2,3,3,1,3,26.2,5.3,0,"quarto",0.719
"2250","3123304",4495,"1 - Até 5000",9610.69,3,2,3,1,3,17.6,5.4,1,"segundo",0.629
"2251","3123403",1512,"1 - Até 5000",27687.51,1,3,3,1,3,29.2,1.4,1,"quarto",0.692
"2252","3123502",1915,"1 - Até 5000",23404.89,2,3,3,1,3,16.1,4.5,1,"quarto",0.706
"2253","3123528",7783,"2 - 5001 até 10000",9892.53,2,2,2,0,3,0,1.5,1,"terceiro",0.645
"2254","3123601",27019,"4 - 20001 até 50000",17310.84,2,2,3,0,3,17.9,6.8,1,"terceiro",0.685
"2255","3123700",10888,"3 - 10001 até 20000",9490,2,3,3,1,3,9.2,5.7,1,"terceiro",0.644
"2256","3123858",5373,"2 - 5001 até 10000",8015.69,2,2,3,1,3,22.9,6.9,0,"segundo",0.634
"2257","3123908",15034,"3 - 10001 até 20000",10336.03,3,2,3,1,3,24.8,7.4,0,"terceiro",0.672
"2258","3124005",18789,"3 - 10001 até 20000",14058.28,2,3,3,2,3,29,8.7,0,"segundo",0.625
"2259","3124104",66237,"5 - 50001 até 100000",7926.29,2,2,3,1,3,24.9,0.4,0,"terceiro",0.671
"2260","3124203",24287,"4 - 20001 até 50000",13348.95,2,3,3,1,3,36.2,4.8,0,"terceiro",0.663
"2261","3124302",32117,"4 - 20001 até 50000",6869.07,1,3,3,2,3,10.2,5.6,0,"segundo",0.627
"2262","3124500",11329,"3 - 10001 até 20000",18615.03,2,2,3,1,3,0,3.3,0,"terceiro",0.691
"2263","3124609",2483,"1 - Até 5000",9897.44,3,3,3,1,3,11.2,5.1,1,"quarto",0.71
"2264","3124708",3599,"1 - Até 5000",22472.64,1,2,3,3,3,20.1,6.5,1,"terceiro",0.676
"2265","3124807",7851,"2 - 5001 até 10000",52621.44,3,2,3,2,3,19.2,2.1,0,"quarto",0.696
"2266","3125002",3914,"1 - Até 5000",9500.74,0,3,3,1,3,15.8,3.6,0,"terceiro",0.676
"2267","3125101",32402,"4 - 20001 até 50000",149463.66,2,2,3,1,3,22.5,6.7,1,"quinto",0.732
"2268","3125200",2421,"1 - Até 5000",12377.33,2,2,2,1,3,0,6.8,0,"quarto",0.717
"2269","3125309",3409,"1 - Até 5000",12428.6,2,3,3,1,3,27.1,5.2,0,"terceiro",0.687
"2270","3125507",3180,"1 - Até 5000",8175.78,3,3,3,1,3,12.7,6.7,1,"segundo",0.64
"2271","3125705",14973,"3 - 10001 até 20000",16542.9,2,2,3,1,3,23.9,4.6,1,"terceiro",0.648
"2272","3125804",3269,"1 - Até 5000",9265.64,3,3,3,2,3,23.4,6.3,1,"terceiro",0.646
"2273","3125903",10707,"3 - 10001 até 20000",9863.99,3,3,3,1,3,18.8,3.8,0,"segundo",0.603
"2274","3125952",10880,"3 - 10001 até 20000",8569.86,2,3,3,1,3,15.9,5.4,1,"primeiro",0.58
"2275","3126000",7137,"2 - 5001 até 10000",13159.11,3,3,3,1,3,23.2,1.7,1,"quarto",0.724
"2276","3126109",67833,"5 - 50001 até 100000",19070.18,0,3,3,1,3,18.7,7.3,0,"quinto",0.755
"2277","3126208",8945,"2 - 5001 até 10000",18365.86,2,3,3,1,3,13.2,4.1,0,"segundo",0.64
"2278","3126307",4330,"1 - Até 5000",22890.74,0,2,3,1,3,22.8,3.1,0,"terceiro",0.67
"2279","3126406",2872,"1 - Até 5000",11864.7,3,3,3,1,3,7.7,5.4,1,"quarto",0.696
"2280","3126752",5784,"2 - 5001 até 10000",9605.15,3,2,3,2,3,20.6,3.9,1,"segundo",0.603
"2281","3126802",6031,"2 - 5001 até 10000",7537.37,3,2,3,1,3,20.5,3.7,1,"primeiro",0.59
"2282","3126901",9428,"2 - 5001 até 10000",10040,3,2,2,0,3,24.8,5.6,0,"terceiro",0.648
"2283","3127008",16036,"3 - 10001 até 20000",25297.58,3,3,3,0,3,11.6,0,1,"terceiro",0.684
"2284","3127057",4765,"1 - Até 5000",6015.4,3,2,3,1,3,9.6,0,1,"primeiro",0.592
"2285","3127073",5863,"2 - 5001 até 10000",5849.52,3,2,3,1,3,0,6.5,1,"primeiro",0.544
"2286","3127107",57269,"5 - 50001 até 100000",24248.17,3,3,3,0,3,23.7,4.1,0,"quinto",0.73
"2287","3127206",4153,"1 - Até 5000",10171,3,3,3,1,3,16.7,0,0,"terceiro",0.655
"2288","3127305",7076,"2 - 5001 até 10000",10119.2,3,2,2,2,3,1.2,8.5,1,"terceiro",0.654
"2289","3127339",5259,"2 - 5001 até 10000",6536.14,2,2,3,3,3,21.2,3.3,1,"terceiro",0.65
"2290","3127354",3114,"1 - Até 5000",7533.28,2,2,3,1,3,23.3,4.7,0,"terceiro",0.679
"2291","3127370",3253,"1 - Até 5000",8678.52,2,2,3,1,3,17,2.6,1,"terceiro",0.647
"2292","3127388",3876,"1 - Até 5000",11656.65,2,3,3,1,3,25.3,8.5,1,"quarto",0.716
"2293","3127404",4381,"1 - Até 5000",11006.55,2,2,3,1,3,23.9,7.6,0,"terceiro",0.683
"2294","3127503",6168,"2 - 5001 até 10000",6771.19,3,3,2,1,3,10.9,1.7,1,"segundo",0.606
"2295","3127602",12039,"3 - 10001 até 20000",10494.24,3,2,3,1,3,10.9,3.6,1,"terceiro",0.681
"2296","3127701",276995,"6 - 100001 até 500000",18156.61,3,3,3,1,3,30.2,7.8,0,"quarto",0.727
"2297","3127800",15737,"3 - 10001 até 20000",21649.5,3,3,3,1,3,21.1,4,1,"segundo",0.604
"2298","3127909",1415,"1 - Até 5000",16026.32,2,1,3,1,3,5.2,0.2,1,"quinto",0.731
"2299","3128006",33297,"4 - 20001 até 50000",16299.83,3,3,3,1,3,46.5,6.1,1,"terceiro",0.686
"2300","3128105",14379,"3 - 10001 até 20000",12471.63,2,3,3,1,3,18.5,4.7,1,"terceiro",0.679
"2301","3128204",10527,"3 - 10001 até 20000",6690.36,3,3,2,1,3,22.8,5.3,0,"segundo",0.623
"2302","3128253",4941,"1 - Até 5000",6666.37,2,2,3,1,3,19.6,0.8,1,"terceiro",0.677
"2303","3128303",19319,"3 - 10001 até 20000",20827.22,0,2,3,1,3,26.4,7.8,0,"quarto",0.701
"2304","3128402",8996,"2 - 5001 até 10000",11255.4,3,3,3,1,3,13.9,4.4,1,"terceiro",0.677
"2305","3128501",3977,"1 - Até 5000",9792.07,3,3,3,1,3,20.5,3.5,1,"terceiro",0.652
"2306","3128600",6739,"2 - 5001 até 10000",42699.66,3,3,3,0,3,21.5,3.5,0,"terceiro",0.69
"2307","3128709",51704,"5 - 50001 até 100000",35191.73,3,2,3,1,3,36,4.7,0,"quinto",0.751
"2308","3128808",7341,"2 - 5001 até 10000",15001.27,1,3,3,1,3,32.5,0.4,1,"terceiro",0.683
"2309","3128907",7764,"2 - 5001 até 10000",14068.6,2,2,3,1,3,28.7,5.7,0,"quarto",0.693
"2310","3129004",8805,"2 - 5001 até 10000",9316.31,3,2,2,1,3,17.1,2.3,1,"terceiro",0.674
"2311","3129103",6094,"2 - 5001 até 10000",17221.84,1,3,3,1,2,15.8,0,1,"terceiro",0.68
"2312","3129301",10820,"3 - 10001 até 20000",8030.17,3,3,3,1,3,12.9,1.1,1,"terceiro",0.654
"2313","3129400",5159,"2 - 5001 até 10000",10397.33,3,2,3,1,3,12.7,7.4,1,"terceiro",0.657
"2314","3129509",24613,"4 - 20001 até 50000",29925.73,3,3,3,0,3,13.7,2.5,0,"quarto",0.718
"2315","3129608",8264,"2 - 5001 até 10000",8219.58,3,2,3,1,3,1.5,5.5,0,"segundo",0.614
"2316","3129657",6228,"2 - 5001 até 10000",5747.49,3,3,3,1,3,19,6.2,0,"primeiro",0.591
"2317","3129707",13158,"3 - 10001 até 20000",32888.59,1,3,2,1,3,18.6,4.2,1,"quarto",0.706
"2318","3129806",171932,"6 - 100001 até 500000",10879.82,3,2,3,1,3,25,5.8,1,"quarto",0.704
"2319","3129905",3512,"1 - Até 5000",13864.78,3,2,3,1,3,31.7,0.2,1,"terceiro",0.674
"2320","3130002",2990,"1 - Até 5000",11960.87,3,3,3,1,3,29.2,2,0,"terceiro",0.675
"2321","3130051",11524,"3 - 10001 até 20000",5437.05,3,3,2,1,3,16.2,5.7,1,"segundo",0.624
"2322","3130101",39045,"4 - 20001 até 50000",21678.92,2,3,3,1,3,35.8,7.2,1,"quarto",0.698
"2323","3130200",10144,"3 - 10001 até 20000",14575.4,3,3,2,1,3,25.6,8.4,1,"terceiro",0.651
"2324","3130309",8202,"2 - 5001 até 10000",39222.53,2,3,3,1,3,10.9,5.6,1,"quarto",0.707
"2325","3130408",6288,"2 - 5001 até 10000",62796.03,3,2,2,1,3,14.7,5.3,1,"quarto",0.714
"2326","3130507",12141,"3 - 10001 até 20000",11506.42,3,2,2,1,2,22.2,6.3,0,"terceiro",0.68
"2327","3130556",6782,"2 - 5001 até 10000",7544.96,2,2,3,1,3,8.4,0.2,1,"primeiro",0.553
"2328","3130606",7254,"2 - 5001 até 10000",10079.14,3,3,3,1,3,26.2,7.1,0,"quarto",0.692
"2329","3130705",6632,"2 - 5001 até 10000",59348.16,2,2,3,1,3,39.1,4.4,1,"terceiro",0.674
"2330","3130804",2752,"1 - Até 5000",19149.25,0,3,3,1,3,13.9,5.4,1,"quarto",0.697
"2331","3130903",24858,"4 - 20001 até 50000",9508.27,3,3,3,1,3,4.2,9.5,1,"terceiro",0.658
"2332","3131000",6114,"2 - 5001 até 10000",14578.06,2,3,2,1,3,14.3,3.6,1,"quarto",0.702
"2333","3131158",17902,"3 - 10001 até 20000",6318.44,3,2,3,1,3,2.8,3.1,1,"terceiro",0.665
"2334","3131208",19318,"3 - 10001 até 20000",10609.61,2,3,3,1,3,10.7,4,1,"quarto",0.693
"2335","3131307",255266,"6 - 100001 até 500000",35793.37,3,3,3,0,3,33.2,4.6,0,"quinto",0.771
"2336","3131406",4260,"1 - Até 5000",14443.16,0,3,3,1,3,15.7,1.3,1,"quarto",0.696
"2337","3131604",6842,"2 - 5001 até 10000",27795.31,1,2,2,1,3,28.5,0.2,1,"quarto",0.695
"2338","3131703",116745,"6 - 100001 até 500000",48327.47,3,2,3,1,3,36.5,6.5,0,"quinto",0.756
"2339","3131802",11297,"3 - 10001 até 20000",6630.93,2,2,3,1,3,18.8,4,0,"terceiro",0.653
"2340","3131901",49203,"4 - 20001 até 50000",76034.88,3,3,3,1,3,15.1,3.4,0,"quinto",0.73
"2341","3132008",5276,"2 - 5001 até 10000",11288.76,3,2,2,1,3,12.8,5.5,1,"segundo",0.628
"2342","3132206",13087,"3 - 10001 até 20000",15252.69,3,2,3,1,3,17.1,7.8,0,"terceiro",0.691
"2343","3132305",12489,"3 - 10001 até 20000",6159.08,1,1,3,1,2,24.4,3.5,0,"primeiro",0.552
"2344","3132404",95491,"5 - 50001 até 100000",27985.96,3,2,3,1,3,35.2,2.1,0,"quinto",0.787
"2345","3132503",34033,"4 - 20001 até 50000",12311.41,3,3,3,2,3,33.4,4.4,0,"terceiro",0.646
"2346","3132602",4295,"1 - Até 5000",14244.58,1,2,3,1,3,30.1,2.2,1,"terceiro",0.688
"2347","3132701",23557,"4 - 20001 até 50000",8806.03,3,3,3,1,3,34.3,5.4,1,"segundo",0.634
"2348","3132800",2261,"1 - Até 5000",9250.07,2,2,3,1,2,2.1,2.3,1,"segundo",0.634
"2349","3132909",10553,"3 - 10001 até 20000",14518.58,2,2,3,1,3,15.5,5.9,1,"terceiro",0.674
"2350","3133006",14998,"3 - 10001 até 20000",41348.15,3,3,3,1,3,27.7,4.7,1,"quarto",0.705
"2351","3133105",15006,"3 - 10001 até 20000",25547.52,3,3,3,1,3,30,6.2,0,"quinto",0.739
"2352","3133303",21566,"4 - 20001 até 50000",11331.09,2,3,3,1,3,13.3,0.4,1,"segundo",0.629
"2353","3133402",14645,"3 - 10001 até 20000",25978.73,3,3,3,1,3,11.1,2.4,1,"quarto",0.723
"2354","3133501",22082,"4 - 20001 até 50000",16995.4,3,3,3,1,3,0,7.4,1,"quarto",0.713
"2355","3133600",9338,"2 - 5001 até 10000",37682.97,3,2,3,1,3,36.3,3.1,1,"quarto",0.72
"2356","3133709",10674,"3 - 10001 até 20000",172425.37,2,2,2,1,3,26.5,8,1,"terceiro",0.677
"2357","3133758",15798,"3 - 10001 até 20000",38862.86,2,2,3,1,3,24.3,5.8,1,"quinto",0.776
"2358","3133808",90783,"5 - 50001 até 100000",27527.28,3,3,3,1,3,27,6.6,1,"quinto",0.758
"2359","3133907",5795,"2 - 5001 até 10000",7419.84,3,3,3,1,3,13.1,3.2,1,"segundo",0.627
"2360","3134004",15012,"3 - 10001 até 20000",7623.66,2,2,2,1,3,28.3,3.9,0,"segundo",0.6
"2361","3134103",6069,"2 - 5001 até 10000",10629.58,2,1,3,1,3,19.7,6.6,1,"segundo",0.635
"2362","3134202",102690,"6 - 100001 até 500000",25968.57,2,3,3,1,3,30.2,1.4,1,"quinto",0.739
"2363","3134301",6250,"2 - 5001 até 10000",7680.72,2,1,2,1,3,25.8,5.8,0,"quarto",0.726
"2364","3134400",37277,"4 - 20001 até 50000",41133.79,3,3,3,1,3,8,2.2,1,"quinto",0.747
"2365","3134509",3963,"1 - Até 5000",14428.31,2,2,3,1,3,25.2,8.7,0,"quarto",0.727
"2366","3134608",18785,"3 - 10001 até 20000",9108.5,3,3,3,1,3,40.4,7.1,1,"terceiro",0.681
"2367","3134707",12524,"3 - 10001 até 20000",6639.38,3,2,3,1,3,9,5,1,"segundo",0.62
"2368","3134806",7770,"2 - 5001 até 10000",12013.72,2,2,2,1,3,29,4.1,0,"terceiro",0.668
"2369","3134905",24648,"4 - 20001 até 50000",18072.73,2,1,3,1,3,28.6,4.8,0,"quarto",0.715
"2370","3135001",3124,"1 - Até 5000",19128.49,2,2,3,1,3,23.8,3.1,1,"terceiro",0.679
"2371","3135050",36586,"4 - 20001 até 50000",11801.51,2,2,3,3,3,12,1.5,0,"segundo",0.638
"2372","3135100",70472,"5 - 50001 até 100000",12016.28,2,3,3,3,3,20.1,4.4,0,"quarto",0.696
"2373","3135209",68065,"5 - 50001 até 100000",8177.84,3,1,3,1,3,0,3.9,0,"terceiro",0.658
"2374","3135308",4206,"1 - Até 5000",12880.62,2,2,2,2,3,21.3,6.5,1,"quarto",0.721
"2375","3135357",8622,"2 - 5001 até 10000",6036.96,3,2,3,1,3,34.6,1.7,1,"segundo",0.608
"2376","3135407",5340,"2 - 5001 até 10000",135226.46,3,3,3,0,3,7.7,6.3,1,"terceiro",0.661
"2377","3135456",7531,"2 - 5001 até 10000",5548.77,3,1,3,1,3,8.8,3.1,1,"segundo",0.624
"2378","3135704",5310,"2 - 5001 até 10000",16209.67,3,2,3,1,3,13,2.5,1,"terceiro",0.689
"2379","3135803",25260,"4 - 20001 até 50000",7466.28,3,2,3,1,3,27,6.9,0,"segundo",0.615
"2380","3135902",4899,"1 - Até 5000",10256.54,2,3,3,1,3,28.9,3.2,1,"terceiro",0.658
"2381","3136009",15523,"3 - 10001 até 20000",6664.9,3,2,3,0,3,18.3,4.4,0,"primeiro",0.587
"2382","3136108",5222,"2 - 5001 até 10000",9334.94,1,3,3,1,3,17.7,0,1,"segundo",0.626
"2383","3136207",78040,"5 - 50001 até 100000",30429.44,3,3,3,1,3,0,6.7,0,"quinto",0.758
"2384","3136306",47870,"4 - 20001 até 50000",22509.59,2,2,3,1,3,29,4.1,0,"quarto",0.697
"2385","3136405",4573,"1 - Até 5000",9557.85,1,3,3,1,3,22.2,3.2,1,"segundo",0.637
"2386","3136504",10786,"3 - 10001 até 20000",6550.88,3,2,3,1,3,11.6,2.2,1,"segundo",0.628
"2387","3136520",4650,"1 - Até 5000",7189.43,3,2,3,1,3,25.1,0,0,"segundo",0.632
"2388","3136603",5766,"2 - 5001 até 10000",10793.03,2,3,3,0,3,25.8,5.4,1,"terceiro",0.662
"2389","3136652",24662,"4 - 20001 até 50000",41299.54,3,3,3,1,3,14.7,4.3,1,"quarto",0.717
"2390","3136702",550710,"7 - Maior que 500000",25341.28,3,3,3,1,3,40.5,10,0,"quinto",0.778
"2391","3136801",4307,"1 - Até 5000",8005.89,3,1,2,1,3,12.5,0,0,"terceiro",0.669
"2392","3136900",10008,"3 - 10001 até 20000",14795.5,3,2,3,1,3,0,5.9,1,"quarto",0.723
"2393","3136959",5862,"2 - 5001 até 10000",7138.23,3,3,3,1,3,15,3.3,1,"primeiro",0.592
"2394","3137007",17881,"3 - 10001 até 20000",5169.69,2,3,3,0,3,6.8,6.1,1,"primeiro",0.541
"2395","3137106",7800,"2 - 5001 até 10000",17250.8,2,3,3,1,3,17.8,1.7,0,"quarto",0.718
"2396","3137205",49654,"4 - 20001 até 50000",26083.78,3,3,3,1,3,0,5.9,0,"quinto",0.732
"2397","3137304",4285,"1 - Até 5000",8598.63,3,3,3,1,3,17.1,2.5,1,"segundo",0.634
"2398","3137403",12874,"3 - 10001 até 20000",10562.9,3,3,2,1,3,36.2,8.6,1,"terceiro",0.676
"2399","3137502",17962,"3 - 10001 até 20000",14368.66,2,2,3,1,2,21.3,4.8,1,"quarto",0.703
"2400","3137536",9216,"2 - 5001 até 10000",19202.08,1,3,3,1,3,31.7,1.9,1,"terceiro",0.679
"2401","3137601",58702,"5 - 50001 até 100000",28351.08,2,3,3,1,3,24.7,7.4,0,"quinto",0.777
"2402","3137700",20241,"4 - 20001 até 50000",11972.06,3,2,3,1,3,25.1,4.9,1,"terceiro",0.661
"2403","3137809",20564,"4 - 20001 até 50000",13521.69,3,3,3,1,3,12.6,2.9,0,"quarto",0.711
"2404","3137908",3517,"1 - Até 5000",8943.68,2,3,3,0,3,5,4,1,"terceiro",0.655
"2405","3138005",6770,"2 - 5001 até 10000",9108.82,3,3,3,1,3,25,6,0,"quarto",0.714
"2406","3138104",6663,"2 - 5001 até 10000",17308.57,3,2,3,1,3,7.3,5.9,1,"segundo",0.629
"2407","3138203",99229,"5 - 50001 até 100000",21124.05,3,2,3,1,3,28,1.8,0,"quinto",0.782
"2408","3138302",3297,"1 - Até 5000",10741.05,0,3,3,0,3,20.7,3.6,1,"quarto",0.71
"2409","3138351",4974,"1 - Até 5000",6912.56,2,2,3,1,3,16.6,4.4,1,"terceiro",0.67
"2410","3138401",53032,"5 - 50001 até 100000",16812.25,3,3,3,1,3,35.2,4.3,0,"quarto",0.726
"2411","3138500",5373,"2 - 5001 até 10000",11244.37,0,2,3,1,3,18.8,6.8,1,"terceiro",0.672
"2412","3138609",16786,"3 - 10001 até 20000",13219.3,3,3,3,1,3,10.4,6.1,0,"quarto",0.71
"2413","3138625",7327,"2 - 5001 até 10000",28459.44,3,2,3,0,3,18.6,5.7,0,"quarto",0.71
"2414","3138658",8881,"2 - 5001 até 10000",5684.9,3,2,3,1,3,6.4,7.1,1,"terceiro",0.646
"2415","3138674",6407,"2 - 5001 até 10000",10258.55,3,2,2,1,3,0,6.4,0,"segundo",0.608
"2416","3138682",6685,"2 - 5001 até 10000",6180.81,3,2,2,1,2,11.5,2.3,1,"segundo",0.614
"2417","3138708",5571,"2 - 5001 até 10000",9977.65,2,3,3,2,3,36.3,7.1,0,"terceiro",0.678
"2418","3138807",18230,"3 - 10001 até 20000",23021.24,1,3,3,1,3,0,4.9,1,"quarto",0.724
"2419","3138906",7210,"2 - 5001 até 10000",7650.29,3,3,3,1,3,14.3,4.9,1,"segundo",0.64
"2420","3139003",41070,"4 - 20001 até 50000",18613.93,2,3,2,1,3,0,0.4,0,"quarto",0.715
"2421","3139102",5108,"2 - 5001 até 10000",18068.77,1,3,3,1,3,27,7.2,1,"quarto",0.699
"2422","3139201",19209,"3 - 10001 até 20000",8593.11,3,3,3,1,3,16.9,0,1,"segundo",0.618
"2423","3139409",85909,"5 - 50001 até 100000",21092.47,2,3,3,1,3,19.8,5.9,0,"terceiro",0.689
"2424","3139508",22465,"4 - 20001 até 50000",16390.7,3,3,3,0,3,20.7,7,0,"quarto",0.697
"2425","3139607",28023,"4 - 20001 até 50000",11387.81,3,3,3,2,3,12.8,2,0,"terceiro",0.675
"2426","3139706",7674,"2 - 5001 até 10000",14672.84,2,3,3,1,3,33.9,0.4,0,"terceiro",0.672
"2427","3139805",12480,"3 - 10001 até 20000",10757.26,2,2,3,1,3,10.4,1.8,1,"terceiro",0.684
"2428","3139904",14534,"3 - 10001 até 20000",8954.88,3,3,3,1,3,17.7,7,0,"quarto",0.702
"2429","3140001",58233,"5 - 50001 até 100000",86007.06,3,3,3,1,3,34.3,7,0,"quinto",0.742
"2430","3140100",4286,"1 - Até 5000",8527.39,2,2,3,1,3,22.4,0,1,"segundo",0.615
"2431","3140159",14427,"3 - 10001 até 20000",9783.01,3,3,3,1,3,12.6,5.8,1,"quarto",0.699
"2432","3140209",2934,"1 - Até 5000",14404.03,2,2,2,1,3,13.5,3.3,1,"terceiro",0.68
"2433","3140308",4126,"1 - Até 5000",8349.7,2,3,3,1,3,15,4.7,1,"terceiro",0.657
"2434","3140506",13248,"3 - 10001 até 20000",18101.62,2,3,3,1,3,15.8,3.9,1,"terceiro",0.669
"2435","3140530",7858,"2 - 5001 até 10000",12900.07,3,3,3,1,3,16.6,5.5,0,"segundo",0.635
"2436","3140605",4659,"1 - Até 5000",7965.34,2,2,2,1,3,23.6,6.7,1,"segundo",0.597
"2437","3140704",29873,"4 - 20001 até 50000",18523.67,3,3,3,1,3,24.7,9.6,0,"quarto",0.704
"2438","3140803",14196,"3 - 10001 até 20000",35745.42,0,3,3,1,3,0,6.9,1,"quarto",0.72
"2439","3140852",10717,"3 - 10001 até 20000",11574.03,3,2,3,3,3,20.5,3.8,1,"segundo",0.616
"2440","3140902",18604,"3 - 10001 até 20000",13145.28,2,2,3,0,3,0.1,5.3,1,"segundo",0.631
"2441","3141009",12921,"3 - 10001 até 20000",7795.75,3,2,3,1,3,19.8,6.2,0,"terceiro",0.662
"2442","3141108",36382,"4 - 20001 até 50000",27030.62,2,1,3,0,3,19.7,3,0,"quinto",0.731
